"Guid","CurrencyIsoCode","Name","SBQQ__ConfigurationAttributes__c","SBQQ__DiscountSchedule__c","SBQQ__DynamicOptionId__c","SBQQ__Favorite__c","SBQQ__ProductOption__c","SBQQ__Product__c","SBQQ__Quantity__c","SBQQ__RequiredBy__c"
04acd2d7-869d-4705-b127-894813e35ac6,USD,Complete Threat Solution,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""500.0""}","#N/A","#N/A",144bc806-130a-46b4-a86b-5c22d434835c,"#N/A",5a78fd1c-bd50-4427-b949-0cf9f4ae2810,1.0,"#N/A"
04bcd263-4e11-4c6d-9c06-2ff34b7309bb,USD,Threat Intelligence Exchange,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",8bbee29e-33cc-4269-9a59-fa2c00851cef,1.0,"#N/A"
05066167-d683-410f-90c7-160de50c2d3c,USD,SiteAdvisor Enterprise,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",3f941024-d9b0-4fc1-aefa-fbe5719be4a6,1.0,"#N/A"
05452bdd-0e41-48aa-b7cd-ac86dc30dc77,USD,Embedded Control,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,1.0,"#N/A"
056bb9fc-654f-459b-956a-fa5cb4365844,USD,Endpoint Threat Defense,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",e5d77835-1f91-4876-b952-77560259c9d6,1.0,"#N/A"
05c08f84-56b1-4bea-954a-f7806c297f37,USD,Scoped Services Project,{},"#N/A",a0c3h000001qOxTAAU,9a1df3f2-faa2-4d74-877f-20db8c342f72,52b6f5f2-3735-4bc8-8ca0-7f0434e02825,14530968-1aa6-4d4c-ae1b-755011f581a0,1.0,14cf6ebd-5194-4159-b11b-01ae5a64c6a3
0661e111-6550-446a-a33c-8a3f0314d3b8,USD,Security for Email Servers,"#N/A","#N/A","#N/A",c052dd66-6834-488a-8d9c-93d9b12b5321,"#N/A",f4c1bd52-6432-4ab1-bb45-a6b3b6862425,900.0,"#N/A"
0680c1f5-9729-4541-8cfb-3a6ff0623e49,USD,VirusScan Enterprise for Linux,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",02a89180-780a-48ee-90c2-76fd8f37f6b3,1.0,"#N/A"
06d038c8-6c55-48fa-9361-c8e1b5d5316d,USD,VirusScan Enterprise,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",0c124a52-73bd-4cba-8e4b-b865b06afebb,1.0,"#N/A"
070657dd-ca91-4cff-877c-41eb231f63d2,USD,Network Penetration Tests,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}",ffac4e98-b784-46b0-ae3b-69a28e0ec767,a0c3h000001qOxSAAU,07bfdd35-f59e-403a-9db5-0ede44adae34,3335f6cd-0601-4f21-8f85-1baee6b10bc7,75489686-1f1b-45a4-a290-533cc16a0e12,1.0,d1eb0b4e-ebfe-4cfc-8141-b02b78d9613c
07689e04-8838-46d1-8f4a-bb91ed1b0df5,USD,Data Control Manager,{},"#N/A",a0c3h000001qOxQAAU,54d0a2bf-212e-4aaf-940b-b7d2a7522611,f0f9ebd7-f61b-497e-999a-c01af69a5461,7910da7d-8903-4881-a7bb-5627054f2322,1.0,ed2f4bd6-8cb0-4f5c-a387-c8d73df68889
0773cab7-1fd5-43dc-9d57-f3c7a409a6cc,USD,Project Manager,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxVAAU,5eea9dbf-93e1-4292-bf4e-c7c707f07462,8706cadf-9ce2-402e-94f2-02720fab241c,01903301-a68d-40ae-a0cf-7d5a634e950c,1.0,56cb8415-e3f0-43c3-a2d8-898aa6f51636
07f7b3b3-01d4-4ffb-ac98-d72551f34c28,USD,VirusScan Enterprise for Storage,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",ed1c2de8-a656-4999-a615-288702367f96,1.0,"#N/A"
08136522-5950-44d0-a380-a8f64305043f,USD,Endpoint Threat Protection,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",62f88ba0-23a3-4247-b723-7b1535e7d0bc,1.0,"#N/A"
08e9f820-f460-464d-968e-85e6e8b0fc17,USD,DLP Prevent,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",355bf7cb-de92-48e8-8957-54408c171e5b,1.0,"#N/A"
0938e24a-454b-4c0c-93d3-a11f11bc22e9,USD,Policy Auditor,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,144bc806-130a-46b4-a86b-5c22d434835c,3d8b8237-6e24-444c-9963-37e19b35be9c,bf80f687-c78f-461f-8b50-d826e2cd5725,1.0,1f477019-5414-4c71-a569-ba743749acd2
094ba814-0840-4a5b-8762-369c5bffc30c,USD,Project Manager,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxVAAU,9a1df3f2-faa2-4d74-877f-20db8c342f72,8706cadf-9ce2-402e-94f2-02720fab241c,01903301-a68d-40ae-a0cf-7d5a634e950c,1.0,8f15acb9-2e31-414f-b975-0b1f1ced9c76
0956e9fd-efa4-4616-994c-1f4deb2a9e8e,USD,Implementation Engineer,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxuAAE,7cda99cc-e9ac-4b71-acc5-854d87e5349f,a1ead7f4-e22a-4c31-8825-aef613c31f03,4ac86817-d0e8-426d-9dee-8cffcf717ef3,20.0,69cf2cc0-26a0-4e9d-992e-a75f51d9b517
09983caa-5b3a-453a-a960-67691bbaf64f,USD,Network Penetration Tests,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}",ffac4e98-b784-46b0-ae3b-69a28e0ec767,a0c3h000001qOxSAAU,7cda99cc-e9ac-4b71-acc5-854d87e5349f,3335f6cd-0601-4f21-8f85-1baee6b10bc7,75489686-1f1b-45a4-a290-533cc16a0e12,1.0,f4fa56ce-fee3-40ed-9bc6-9dd838cef59b
09c7726d-7990-4531-8089-30f0e91a4d5e,USD,VirusScan Enterprise for Linux,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",02a89180-780a-48ee-90c2-76fd8f37f6b3,1.0,"#N/A"
0a132b32-2688-47b5-95da-25add3e1b229,USD,SiteAdvisor Enterprise,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",3f941024-d9b0-4fc1-aefa-fbe5719be4a6,1.0,"#N/A"
0a8397b7-2c83-41bf-9b75-7c28bcc1cd1d,USD,Open Security Controller,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,144bc806-130a-46b4-a86b-5c22d434835c,8151211a-7656-40f1-a8d8-410fe29a1c67,0388d276-38b8-4dd5-b683-ba19f4584f14,1.0,1f477019-5414-4c71-a569-ba743749acd2
0aa6c1ec-69b3-4e85-96b4-3d6ac0676479,USD,VirusScan Enterprise for Mac,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",629312f4-eb08-4d13-96bc-68db51aa3e3a,1.0,"#N/A"
0ab2377a-95a5-4a33-abd0-1becf9682964,USD,Endpoint Threat Defense,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""400.0""}","#N/A",a0c3h000001qOxPAAU,a8103536-f948-4f2d-a0a7-8d8c6a361ebf,23d16bbf-4e92-4497-b441-0e48906ce467,e5d77835-1f91-4876-b952-77560259c9d6,1.0,49f7aa0c-d41c-4c76-851b-377ba3c22056
0ab69351-171d-47c0-9f56-b908693716f2,USD,DLP Discover,{},"#N/A",a0c3h000001qOxXAAU,ee791d62-19ed-483f-a96b-c2ef0fb8d94e,f0a6510e-cac2-4a7c-b8e4-fc921213ae43,30723057-aadf-4e0b-b63b-9a7621b7cd6e,1.0,98b3302c-fb18-46b3-b532-720e96c01951
0b32af44-634d-4ce1-81a1-b30de362a30a,USD,DLP Prevent,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxXAAU,144bc806-130a-46b4-a86b-5c22d434835c,36ce5e13-58bf-491c-a5c4-785188e97976,355bf7cb-de92-48e8-8957-54408c171e5b,1.0,4158ab11-8dbc-4307-8298-008a255dc51f
0b5f9c9d-d894-4fbd-8da2-30993ebabdf7,USD,Change Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,144bc806-130a-46b4-a86b-5c22d434835c,fe6a5a33-3cb2-4c32-b32a-dfafd4481899,db7fc448-40c3-4228-b20c-31ab2e5c6c2e,1.0,1f477019-5414-4c71-a569-ba743749acd2
0b6d7f1b-105d-428f-bab5-80f6ce946a76,USD,VirusScan Enterprise,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}",d3f4099a-7a95-415d-a8f7-23f458c0f52e,a0c3h000001qOxKAAU,7ffd18c9-72bb-45e4-ac8a-173b2b470e7d,"#N/A",0c124a52-73bd-4cba-8e4b-b865b06afebb,240.0,4590fc87-eb05-4654-b7b1-2f23fe6f4d7e
0c2e9725-f487-49a0-bf15-e0f3b6ccd051,USD,Silver Support,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxUAAU,4a644d5d-c2c5-4b94-8f55-dd28986f1e76,97f63f9d-d298-4997-8e2d-29fe0d886eab,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,1.0,1a0f207f-33be-45b0-8914-9578743013e7
0c502fc2-b9eb-4b19-b754-534237889c46,USD,DLP Monitor,{},"#N/A",a0c3h000001qOxXAAU,ee791d62-19ed-483f-a96b-c2ef0fb8d94e,9273bc8d-ae66-4f90-b2cc-ec6d7b328fd2,56293cb8-5ac0-47a2-b87c-7df42df44889,1.0,9464e6ea-69d2-48ba-944a-09a564ffb16d
0c6e2277-a608-41b9-8781-ebd880ecee84,USD,Change Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxRAAU,144bc806-130a-46b4-a86b-5c22d434835c,fe6a5a33-3cb2-4c32-b32a-dfafd4481899,db7fc448-40c3-4228-b20c-31ab2e5c6c2e,1.0,dc9c7fd4-881a-4671-9bf6-9262182f0fc0
0cbcb187-64e3-4c61-836e-7dd0ed18ea69,USD,Threat Intelligence Exchange,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxSAAU,b249e176-3ac7-4486-a1f7-e92a164cbf3f,a88103d9-20cc-4401-a9fa-44c1e2e241fc,8bbee29e-33cc-4269-9a59-fa2c00851cef,1.0,fdf8dc21-990f-4ca6-9695-ed7bb6262d40
0cef9c86-1a74-4d96-8fd9-ad1f4b9c37a9,USD,DLP Monitor,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",56293cb8-5ac0-47a2-b87c-7df42df44889,1.0,"#N/A"
0d1075af-5998-48c8-a416-f87d47aeea10,USD,VirusScan Enterprise for Linux,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",02a89180-780a-48ee-90c2-76fd8f37f6b3,1.0,"#N/A"
0d19f739-c285-4e9e-8baf-2409c12833d2,USD,VirusScan Enterprise for Linux,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}",d3f4099a-7a95-415d-a8f7-23f458c0f52e,a0c3h000001qOxKAAU,9a1df3f2-faa2-4d74-877f-20db8c342f72,1c33edeb-d44c-40b4-a71b-5d54ea66ab35,02a89180-780a-48ee-90c2-76fd8f37f6b3,240.0,43d7775f-8bc6-4ff9-9023-18b44871c723
0e6231af-5963-4f61-bfe2-9c93e5ed3548,USD,DLP Discover,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",30723057-aadf-4e0b-b63b-9a7621b7cd6e,1.0,"#N/A"
0e6bcf8e-ecc1-4104-b083-eeaa279676f5,USD,Endpoint Threat Defense,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxPAAU,54d0a2bf-212e-4aaf-940b-b7d2a7522611,23d16bbf-4e92-4497-b441-0e48906ce467,e5d77835-1f91-4876-b952-77560259c9d6,1.0,ed2f4bd6-8cb0-4f5c-a387-c8d73df68889
0edb21cf-1e27-4b92-82ca-564a40b87764,USD,Network Penetration Tests,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""550.0""}",ffac4e98-b784-46b0-ae3b-69a28e0ec767,a0c3h000001qOxSAAU,4ddfc1b4-6c16-4554-afb1-603e4f55c833,3335f6cd-0601-4f21-8f85-1baee6b10bc7,75489686-1f1b-45a4-a290-533cc16a0e12,1.0,8ac7682a-5d4d-42e7-b105-67e23266bd2e
0f6de383-766f-4d5b-aade-1a9d776ce326,USD,Threat Intelligence Reporting Tools,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",53951f9a-99af-4345-9453-1845d0b98c75,1.0,"#N/A"
0f8c24d3-3928-43a8-821d-16dcc2e6eb3e,USD,Implementation Engineer,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxuAAE,6fc4c936-d0b5-42d9-8f00-03a4cd532fd8,a1ead7f4-e22a-4c31-8825-aef613c31f03,4ac86817-d0e8-426d-9dee-8cffcf717ef3,20.0,4f4b6656-e275-482b-8766-e8d65cc85009
0fb67ff1-0f35-456b-abf2-8750830d882e,USD,Embedded Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxPAAU,144bc806-130a-46b4-a86b-5c22d434835c,1aaa7f81-2e95-4560-be5f-8b394acf0a9b,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,200.0,1f477019-5414-4c71-a569-ba743749acd2
1000f8e8-07af-47b9-9218-3b77bb21d135,USD,Platinum Support,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""200.0""}","#N/A",a0c3h000001qOxUAAU,0664f5d4-1cee-41c4-851d-9a603e02afb8,e18b60da-588f-4ee5-bdf7-c6905a634c96,e39d6d45-c8af-4ba4-9d78-b9b4a6dacbc5,1.0,d4681ac1-f74c-4a58-b365-a0b6822a6ee7
1083be28-6549-4808-a425-1729fd63ebef,USD,Endpoint Threat Protection,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxPAAU,da80d399-e561-42b3-b320-64d69bf4947a,85cf611b-7f86-4309-9e6e-fc37743c6e7f,62f88ba0-23a3-4247-b723-7b1535e7d0bc,1.0,53b221a7-135e-4694-ba5a-09b427601340
10cf83cf-cd63-4941-84f5-909fa8f387dd,USD,ePolicy Orchestrator,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",54e33ffe-9123-445a-bb9b-69dec395a5a5,1.0,"#N/A"
111e1c73-ce5f-4ab5-8365-f43da01e773f,USD,Data Center Security Suite for Databases,"#N/A","#N/A","#N/A",2ecc3b2a-c253-4c77-92c8-f394c8fb5162,"#N/A",97f0ea29-737b-4c01-ad39-89e5bf7101f7,1.0,"#N/A"
1157ff18-b72f-4409-81b7-5d38ce909e86,USD,VirusScan Enterprise for Storage,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",ed1c2de8-a656-4999-a615-288702367f96,1.0,"#N/A"
11af2b04-fad2-4e2d-ac15-0a938691e628,USD,Data Control Manager,{},"#N/A",a0c3h000001qOxQAAU,144bc806-130a-46b4-a86b-5c22d434835c,f0f9ebd7-f61b-497e-999a-c01af69a5461,7910da7d-8903-4881-a7bb-5627054f2322,1.0,990f73fb-b31b-4550-b035-bebdb7f369a1
1207af21-55cc-4b6a-8677-76d236638065,USD,Universal Data Collection / Indexing,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",1f4da963-19a1-495c-ac43-2a7c723cd87b,1.0,"#N/A"
12fcf164-677c-4eb1-bca6-0cbea2d1a4fb,USD,Quality Assurance Engineer,{},"#N/A",a0c3h000001qOxuAAE,c35692a7-3606-421c-a65c-4412dc1a2a37,bf36b7bd-bc49-4334-aa0c-57ac40e120ea,357c2212-bb82-4a28-9f44-20065855d85b,8.0,47d22369-0cdc-4d4d-8d9a-4ffe24a136de
134287b1-0247-49cb-aff9-e7abdaa672a3,USD,Silver Support,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""500.0""}","#N/A",a0c3h000001qOxUAAU,144bc806-130a-46b4-a86b-5c22d434835c,97f63f9d-d298-4997-8e2d-29fe0d886eab,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,1.0,6600c2b8-5a23-4263-8f32-900e5c620b48
13519eee-7799-425c-a21d-0aeb233271c0,USD,ePolicy Orchestrator,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",54e33ffe-9123-445a-bb9b-69dec395a5a5,1.0,"#N/A"
13a35224-7d36-42c9-868d-2815e2177c69,USD,DLP Monitor,{},"#N/A",a0c3h000001qOxXAAU,ee791d62-19ed-483f-a96b-c2ef0fb8d94e,9273bc8d-ae66-4f90-b2cc-ec6d7b328fd2,56293cb8-5ac0-47a2-b87c-7df42df44889,1.0,4f3ef234-9b08-4a3c-b6a7-6f091fb5c74a
140ae489-e267-4206-b368-8d624a2f108f,USD,VirusScan Enterprise for Storage,"#N/A",d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",ed1c2de8-a656-4999-a615-288702367f96,1.0,"#N/A"
1410e672-9c74-4f8e-ad34-97901463c259,USD,DLP Endpoint,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",ec4c432b-3db0-4630-9f4c-434057ff8378,1.0,"#N/A"
1415220e-44e2-4111-bbe5-9eb249b90cf6,USD,Embedded Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""1000.0""}","#N/A",a0c3h000001qOxPAAU,8c707573-06cf-46f5-9804-c89561bbf0c6,1aaa7f81-2e95-4560-be5f-8b394acf0a9b,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,200.0,9d601794-3575-4bc2-8ea8-c708156baf2f
14337933-2fa4-4955-ac9c-f3ed2725eb40,USD,Maintenance,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""10000.0""}","#N/A",a0c3h000001qOxRAAU,8832b9f7-69e7-4c51-a56a-cc8ee8cbe3d7,1f0cc2a5-efa8-45f2-b466-5aaa63876909,62932448-67d1-4044-8961-5fce2eae0fbb,1.0,5495f252-c406-408d-8668-b07d0e9a784b
14bd6d57-9441-4b85-98a9-671286d27a39,USD,Endpoint Security for Mac,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",d3b5e739-aa89-4a8c-9c1d-72fb1d8cacbf,1.0,"#N/A"
14c06e4c-2b27-4334-b73f-8faad2b79c28,USD,Quality Assurance Engineer,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""true"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxuAAE,9a1df3f2-faa2-4d74-877f-20db8c342f72,bf36b7bd-bc49-4334-aa0c-57ac40e120ea,357c2212-bb82-4a28-9f44-20065855d85b,8.0,8f15acb9-2e31-414f-b975-0b1f1ced9c76
14c61829-511a-45ae-ab45-00279d6d4077,USD,Integrity Control,"{""Storage__c"":""false"",""Linux__c"":""false"",""Mac__c"":""false"",""Protected_Devices__c"":""240.0""}","#N/A",a0c3h000001qOxRAAU,da80d399-e561-42b3-b320-64d69bf4947a,3cce39ac-3a8c-48f9-b014-b6165cb46156,e56f51ee-eba7-45eb-be4a-4f73fb8f2b0a,1.0,53b221a7-135e-4694-ba5a-09b427601340
14cf6ebd-5194-4159-b11b-01ae5a64c6a3,USD,Complete Threat Solution,"{""Storage__c"":""false"",""Linux__c"":""true"",""Mac__c"":""true"",""Protected_Devices__c"":""240.0""}","#N/A","#N/A",9a1df3f2-faa2-4d74-877f-20db8c342f72,"#N/A",5a78fd1c-bd50-4427-b949-0cf9f4ae2810,1.0,"#N/A"
14f4d89e-c414-4a34-ba6f-708d95424661,USD,Threat Intelligence Reporting Tools,"#N/A","#N/A","#N/A",ee791d62-19ed-483f-a96b-c2ef0fb8d94e,"#N/A",53951f9a-99af-4345-9453-1845d0b98c75,1.0,"#N/A"
