"Guid","CurrencyIsoCode","Name","SBQQ__AggregationScope__c","SBQQ__ConstraintField__c","SBQQ__CrossOrders__c","SBQQ__CrossProducts__c","SBQQ__Description__c","SBQQ__DiscountUnit__c","SBQQ__ExcludedPricebookIds__c","SBQQ__IncludeBundledProducts__c","SBQQ__OriginalDiscountSchedule__c","SBQQ__OverrideBehavior__c","SBQQ__PriceScale__c","SBQQ__PriceType__c","SBQQ__Pricebook__c","SBQQ__Product__c","SBQQ__QuoteLineQuantityField__c","SBQQ__QuoteLine__c","SBQQ__Quote__c","SBQQ__TermDiscount__c","SBQQ__UsePriceForAmount__c","SBQQ__UserDefined__c"
0065b6c0-5b81-4ef9-bfd4-124543c951a3,USD,a0W3h0000003FRj,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,53951f9a-99af-4345-9453-1845d0b98c75,Quantity,0b2dcd27-ae8a-477f-a59c-cdaa0220ff95,8d94c89d-e339-4c8b-8d72-2b15ba448e1d,"#N/A",false,false
00665f97-ada4-4a15-9b39-0b4044c1cb5e,USD,a0W3h0000003GOJ,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,30723057-aadf-4e0b-b63b-9a7621b7cd6e,Quantity,"#N/A","#N/A","#N/A",false,false
006df5ac-a6b3-4cde-944e-1f812706d378,USD,a0W3h0000003HCe,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,4cd9aeb3-6935-4242-bb34-1aa54e7d9573,Quantity,"#N/A","#N/A","#N/A",false,false
007504e1-4189-484d-a4f0-0d129cefabf7,USD,a0W3h0000003GJi,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,62932448-67d1-4044-8961-5fce2eae0fbb,Quantity,"#N/A","#N/A","#N/A",false,false
007c8a5d-7da7-4052-af91-fda7e9d37116,USD,a0W3h0000003FhA,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,8bbee29e-33cc-4269-9a59-fa2c00851cef,Quantity,"#N/A","#N/A","#N/A",false,false
0080003c-0e6d-4def-b42b-b97d9b890b60,USD,a0W3h0000003FRJ,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,Quantity,5a75771f-db07-411e-8a5d-0c744fd9b06a,d9a4bcb3-367e-4315-9bca-24770f3cc5f4,"#N/A",false,false
0088ab65-e7a0-4a87-ab5b-1a52ede96a7c,USD,a0W3h0000003HZ9,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,e1396f4f-14e9-4ea8-a2e8-a35ab4f4451a,Quantity,"#N/A","#N/A","#N/A",false,false
0089d57b-c484-4ea0-beb0-c791f3c6cd0f,USD,Network Penetration Tests,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Volume,"#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
008d9c8f-c435-48db-b058-c6845834e883,USD,a0W3h0000003FmU,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,bf80f687-c78f-461f-8b50-d826e2cd5725,Quantity,"#N/A","#N/A","#N/A",false,false
008f86fb-88a9-4d80-8f90-ae07ae5a7d44,USD,a0W3h0000003FyM,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,Quantity,"#N/A","#N/A","#N/A",false,false
009914c2-9c38-4a52-a8d9-7b27961ca03f,USD,Network Penetration Tests,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Volume,"#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
009a589c-8a99-4091-8fd4-ca1691c4d43f,USD,a0W3h0000003HT3,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,Quantity,"#N/A","#N/A","#N/A",false,false
009c50d5-2f3b-4e01-acc4-1a226089df9d,USD,a0W3h0000003G1c,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,Quantity,"#N/A","#N/A","#N/A",false,false
00ab97a3-e1ae-4247-ac4d-5b339ca22e61,USD,a0W3h0000003Hme,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,Quantity,"#N/A","#N/A","#N/A",false,false
00b03c39-1eff-4274-97be-002a772ad32f,USD,a0W3h0000003Hi8,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,8bbee29e-33cc-4269-9a59-fa2c00851cef,Quantity,"#N/A","#N/A","#N/A",false,false
00bcc95a-6d94-41d0-8b8b-bda7a6a7c49f,USD,a0W3h0000003Gcw,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,Quantity,"#N/A","#N/A","#N/A",false,false
00c7b01d-f6ed-4b47-ad33-844cf62c9c83,USD,a0W3h0000003GWV,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,8bbee29e-33cc-4269-9a59-fa2c00851cef,Quantity,"#N/A","#N/A","#N/A",false,false
00ca9a9e-58da-4e83-9296-e9d89c7444c3,USD,a0W3h0000003FUk,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,30723057-aadf-4e0b-b63b-9a7621b7cd6e,Quantity,b2f4e963-c23d-47a2-8d18-376b26285f07,d3bb5e71-36d2-413d-9c5d-774084c57d24,"#N/A",false,false
00d08f07-9459-4934-9981-22be979e0cc4,USD,a0W3h0000003H2R,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,1b80a053-6ed4-4041-b143-e90e0b62e937,Quantity,"#N/A","#N/A","#N/A",false,false
00d66eff-2eec-4e60-9a13-a38a4d323fea,USD,Network Penetration Tests,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Volume,"#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
00d6d697-999e-4172-97f5-0246f508e72f,USD,a0W3h0000003G6a,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,Quantity,"#N/A","#N/A","#N/A",false,false
00d7d942-df09-4455-8da1-764063f2f079,USD,a0W3h0000003HvU,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,4b5d17b2-c5b1-4dd0-86e3-3a46fc47fb91,Quantity,"#N/A","#N/A","#N/A",false,false
00d7e5b1-eebe-4f7c-8340-8243f02d35d2,USD,a0W3h0000003GmE,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0388d276-38b8-4dd5-b683-ba19f4584f14,Quantity,"#N/A","#N/A","#N/A",false,false
00d9f0fa-efa3-4755-89e1-4cdbbb6ef030,USD,a0W3h0000003Go1,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,e56f51ee-eba7-45eb-be4a-4f73fb8f2b0a,Quantity,"#N/A","#N/A","#N/A",false,false
00e854b4-f874-4cdc-81fe-3bfca35a6893,USD,a0W3h0000003GPD,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,01903301-a68d-40ae-a0cf-7d5a634e950c,Quantity,"#N/A","#N/A","#N/A",false,false
00ecc01d-2b7a-4219-80fc-e74a2047cda3,USD,a0W3h0000003HIF,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,e5d77835-1f91-4876-b952-77560259c9d6,Quantity,"#N/A","#N/A","#N/A",false,false
00f5979e-525e-47d6-b57d-f44ae4894434,USD,Virus Volume Tiers,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",2.0,Tiered,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0c124a52-73bd-4cba-8e4b-b865b06afebb,Quantity,c71c2abc-dae8-42e0-85d9-5e0d9b4e4e73,3213783e-0937-4295-b00d-12879f22c2d0,"#N/A",false,false
00fcb521-dade-4333-a302-f87d9bbd8dd6,USD,a0W3h0000003Hmo,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,7910da7d-8903-4881-a7bb-5627054f2322,Quantity,"#N/A","#N/A","#N/A",false,false
0100aa97-ed5a-472c-b37f-d51386de556f,USD,a0W3h0000003Fsa,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,1b80a053-6ed4-4041-b143-e90e0b62e937,Quantity,"#N/A","#N/A","#N/A",false,false
0103225c-24e8-4709-9d21-e0f5fb98784f,USD,Virus Volume Tiers,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",2.0,Tiered,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0c124a52-73bd-4cba-8e4b-b865b06afebb,Quantity,"#N/A","#N/A","#N/A",false,false
010ada4f-5f04-463c-9670-c2e7f3a4a9ad,USD,Network Penetration Tests,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Tiered,"#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
010bded2-9dcf-48c5-a98c-84f715fb1999,USD,a0W3h0000003Fq0,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,Quantity,"#N/A","#N/A","#N/A",false,false
010d2a00-fa78-4e7b-beef-43726e836bc0,USD,Network Penetration Tests,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Volume,"#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
010f8697-235c-42d5-84e3-e50d6fbe99dc,USD,a0W3h0000003G6M,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,Quantity,"#N/A","#N/A","#N/A",false,false
0112a24d-32dd-4862-af17-992f3f888c1c,USD,Virus Volume Tiers,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",2.0,Tiered,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0c124a52-73bd-4cba-8e4b-b865b06afebb,Quantity,"#N/A","#N/A","#N/A",false,false
0116016e-8a0d-455b-a8dd-9612b3568dc3,USD,a0W3h0000003GDg,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,Quantity,"#N/A","#N/A","#N/A",false,false
0118c03c-bc39-4fa0-9781-32df0062666c,USD,a0W3h0000003HIp,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,Quantity,"#N/A","#N/A","#N/A",false,false
011ca814-5d5a-4a0b-8984-51b9117fffe4,USD,a0W3h0000003Gng,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,8082df33-6d80-4703-ada8-d1537bc09f27,Quantity,"#N/A","#N/A","#N/A",false,false
011e31ce-e13b-46b9-85dc-78dbf7dbc4e5,USD,a0W3h0000003Hol,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,30723057-aadf-4e0b-b63b-9a7621b7cd6e,Quantity,"#N/A","#N/A","#N/A",false,false
0120ea0d-b3cf-4d1b-8c32-aedee30ff7dd,USD,a0W3h0000003HCg,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,f4c1bd52-6432-4ab1-bb45-a6b3b6862425,Quantity,"#N/A","#N/A","#N/A",false,false
01261f7a-4156-447b-912e-4bf147a640cc,USD,Intelligence Network Monitoring Tiers,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
012ca3c6-1a0b-4ad7-a231-58f71725fefe,USD,a0W3h0000003G8E,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,8bbee29e-33cc-4269-9a59-fa2c00851cef,Quantity,"#N/A","#N/A","#N/A",false,false
01310c9f-d1c3-4d3d-b61e-d382e19092fe,USD,a0W3h0000003HK6,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,88910820-bd72-42db-8729-f503e0e6801b,Quantity,"#N/A","#N/A","#N/A",false,false
0132a364-052b-44ac-9dbc-58c67e3f9355,USD,a0W3h0000003Fjx,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,Quantity,"#N/A","#N/A","#N/A",false,false
0137e937-d623-436e-ba75-3757041118aa,USD,a0W3h0000003HKt,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,Quantity,"#N/A","#N/A","#N/A",false,false
01535628-b57a-4c94-a646-a6d61ea10fc6,USD,a0W3h0000003GnK,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,30723057-aadf-4e0b-b63b-9a7621b7cd6e,Quantity,"#N/A","#N/A","#N/A",false,false
0156887d-7f2e-424c-9445-4ea2a9782b93,USD,a0W3h0000003GUC,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0388d276-38b8-4dd5-b683-ba19f4584f14,Quantity,"#N/A","#N/A","#N/A",false,false
0159e93a-1a05-4231-bf80-6f1e71562e9b,USD,Virus Volume Tiers,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",2.0,Tiered,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0c124a52-73bd-4cba-8e4b-b865b06afebb,Quantity,"#N/A","#N/A","#N/A",false,false
015b8072-0370-49b1-826c-6ff9a8735a03,USD,a0W3h0000003Fgy,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,Quantity,"#N/A","#N/A","#N/A",false,false
015fefa2-495d-4261-b697-1d392fc3f4a7,USD,Network Penetration Tests,Quote,"#N/A",false,false,"#N/A",Percent,"#N/A",false,ffac4e98-b784-46b0-ae3b-69a28e0ec767,All,2.0,Volume,"#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,Quantity,"#N/A","#N/A","#N/A",false,false
016166be-ae49-4908-9896-2e07a9ac3eab,USD,a0W3h0000003FjC,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,"#N/A","#N/A",2.0,Volume,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,68e1eb1c-6d10-4be2-bac1-16d1b92c73e2,Quantity,"#N/A","#N/A","#N/A",false,false
0168c217-6526-4123-821d-bbecf08d58a0,USD,Virus Volume Tiers,"#N/A","#N/A",false,false,"#N/A",Percent,"#N/A",false,d3f4099a-7a95-415d-a8f7-23f458c0f52e,"#N/A",2.0,Tiered,fa5b3b37-5077-4ec2-9ae5-325e5d4b3f54,0c124a52-73bd-4cba-8e4b-b865b06afebb,Quantity,"#N/A","#N/A","#N/A",false,false
