"Guid","CurrencyIsoCode","Name","SBQQ__DiscountAmount__c","SBQQ__DiscountPercentage__c","SBQQ__LowerBound__c","SBQQ__Number__c","SBQQ__OriginalBlockPrice__c","SBQQ__OriginalDiscountTier__c","SBQQ__PriceModel__c","SBQQ__PriceSchedule__c","SBQQ__Price__c","SBQQ__TermDiscount__c","SBQQ__UpperBound__c","SBQQ__VolumnDiscount__c"
004d804c-cb46-4516-b75f-ad78edd75f3f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,9c2b63d6-bd4e-43b0-91d5-4f4a56a5f3e1,17500.0,"#N/A","#N/A","#N/A"
004dc7c3-aae4-4518-af43-1465d3e0318a,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,1681e594-6a83-40ae-8752-910c4ad44b0a,33.66,"#N/A",2001.0,65.34
004e5fd9-4148-4c2e-8ce6-57e8e19b1ca4,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,05cf2ab2-4373-472b-831c-ba7c68dbe0fd,8000.0,"#N/A","#N/A","#N/A"
00509f8f-d13d-4b1a-8104-534102d21c82,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,8e279bae-9d01-4f37-92c9-0abe6f9dba21,0.0,"#N/A",2.0,0.15
00516081-4e35-4739-a401-de85ba0f41bd,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,76f5022a-ef71-4c5c-a011-d213ab5c012c,495.08,"#N/A","#N/A","#N/A"
0057259c-09a6-410d-a57f-1ecae1de0141,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,5e1b7c6a-eb9a-4268-a82a-8e2df57480ee,0.0,"#N/A",2.0,0.15
005bdfe1-273f-45df-b2dd-2975d0a4fe75,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,7cf15567-80be-4ca6-8185-d543c042ad26,0.8,"#N/A",10000.0,0.2
005d8ee9-d9d2-4565-8de8-4eda02d03c98,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,c16e1fb9-6c99-455e-94bc-d7273f67edcc,33.66,"#N/A",2001.0,65.34
005e02bb-db96-46c5-90fd-1a234ba0bc99,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,aab3981f-269b-4324-83e5-eedc0bd2998c,3000.0,"#N/A","#N/A","#N/A"
00686fc3-80de-408b-9ce6-3e90249b1775,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,a66e6886-d9dd-4627-969e-ca74d654db5f,0.15,"#N/A","#N/A",0.0
006a1efc-a187-4d3a-9263-0e4e83e985e3,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,6e311046-d982-4f7b-b10e-370301c1b64b,13.12,"#N/A",2001.0,65.34
006ad90e-a48f-400c-9015-6c8b2e584154,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",9607b5d7-d73e-4e7e-839f-4d304027eb24,Per Unit,3e466085-ba19-4831-b2b7-6e957830a801,0.75,"#N/A","#N/A",0.25
006b1ed2-0166-4cc6-92a0-260b98defde7,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,c2a1f4d5-425c-48b6-a550-4bf1f072005e,33.66,"#N/A",2001.0,65.34
006b294a-d79c-4c6f-b78e-a324a7403639,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,d1fbc7a9-33c9-441d-973c-18b079e0a59d,0.0,"#N/A","#N/A","#N/A"
006e0b07-5754-440f-85f0-7ffb735ad74d,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,3c840e93-0000-4cec-9a06-13037879b1c8,1.0,"#N/A",2000.0,0.0
0070c70f-789c-4508-aace-b0ceefa1ec45,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,76b992af-eb66-46ed-97f5-098def9a8e1e,6400.0,"#N/A","#N/A","#N/A"
0070d1c7-7a00-4e5e-9b97-7e7e9939d2b3,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,5accd2ec-b845-454c-8d7e-97b0c3a49ae7,89.1,"#N/A",501.0,9.9
0072d766-397b-408b-b52b-a31f1c6ec52e,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,69886341-0a6a-4a94-9631-14185170eba5,0.0,"#N/A",2.0,0.15
007556d0-58b9-4b13-adf8-33da3eb18364,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,0fce53c3-6a3e-4d19-85aa-c39e96a9fadb,99.0,"#N/A",250.0,0.0
0077c0af-e26b-452c-8aa8-0cfd999e57de,USD,501 to 1000,"#N/A",33.0,501.0,2.0,"#N/A",9177c98b-1fda-4b1a-923c-d2c17786110a,Per Unit,46fbe8d5-6bce-46a9-adf6-a1fe2fea3c44,56.38,"#N/A",1001.0,32.67
007b1c69-1559-43e6-94f6-6220552e89ef,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,408192fa-7d29-4cf5-8542-af8b44dd1da4,50.0,"#N/A","#N/A","#N/A"
007bd7ea-3d23-4e43-a332-275453c0da15,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,1f23c407-d7dc-4a41-a9cb-13af5c8e43ce,2500.0,"#N/A","#N/A","#N/A"
007be3a3-0397-4154-a42c-f2ec1db5be21,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,c3629f9e-c379-4048-b6da-22ad99b70c12,89.1,"#N/A",501.0,9.9
007e417c-0d63-43ac-b786-e649103bcf6f,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,f57076d0-4582-448c-b85d-aa970574c162,5000.0,"#N/A","#N/A","#N/A"
007f0fbf-2891-4ff3-a96e-1d367d73fa33,USD,501 to 1000,"#N/A",33.0,501.0,2.0,"#N/A",9177c98b-1fda-4b1a-923c-d2c17786110a,Per Unit,b7e7be3f-842d-4e66-a039-165d9b2f6067,13.34,"#N/A",1001.0,32.67
0080cfbd-b1c7-4fd7-b488-44428475479c,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,28ea7a97-9bef-431e-a83f-a95cb932a275,33.66,"#N/A",2001.0,65.34
0080f624-b28b-4c2e-994f-61a0dcfe816d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,97c56223-4306-4adf-b0bf-5a90a7df70d2,2000.0,"#N/A","#N/A","#N/A"
008d80bf-cad9-4b1b-aea8-bb4e8816a2ae,USD,Tier 2,"#N/A",0.0,2.0,1.0,"#N/A","#N/A",Per Unit,d100d191-d8dd-4a42-abdf-1a89c18193a1,0.15,"#N/A",9999999.0,0.0
008d9943-403a-4b94-8af0-4884456f0684,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,e531d224-8ba2-47ad-9871-e2ac4827d724,89.1,"#N/A",501.0,9.9
008f0ec5-7898-46d0-a63c-05963bef0d65,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,91fd62fc-106c-4955-b0b7-e8527894c5c0,12000.0,0.0,"#N/A","#N/A"
00925ee7-2612-43a3-bb4d-4a1dfe187e92,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,6d55e6dd-49a3-4be6-a75a-4a5988fc035a,20.02,"#N/A",501.0,9.9
0092dbb6-3fa6-4c65-a277-5abc88c87a04,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,3346c181-e495-473c-9ccf-ab2c95015472,5000.0,"#N/A","#N/A","#N/A"
0099cdc2-a56e-4716-a338-07999a3dfdd3,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,4a614499-231e-4d65-b071-cbb53851f5c0,0.0,"#N/A","#N/A","#N/A"
009c2a3b-7bd1-4327-9bc9-40659e37d4df,USD,Tier 1,"#N/A",100.0,0.0,0.0,"#N/A","#N/A",Per Unit,edb7a8fd-8603-4ae1-ad1d-d5d3bc566ed9,0.0,"#N/A",2.0,0.15
00a45278-4077-4a28-8900-5adf09d52e62,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,22d1858f-19d0-413b-af5c-f0211fb8e4d5,2018.55,"#N/A","#N/A","#N/A"
00a4a850-f8fa-4668-a714-e1c998ca8de0,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,51a1e40c-ae87-4491-87f0-5bd56fc19136,0.9,"#N/A",5000.0,0.1
00ad1345-fe7d-4d3a-8981-c407d94fb350,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,3d710960-a24e-4ae0-8015-af9eb8829067,19000.0,"#N/A","#N/A","#N/A"
00af3f90-a1d6-42a6-9c40-e69db15161c1,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,fd24b438-b733-4ba4-896e-934169e39016,8000.0,"#N/A","#N/A","#N/A"
00af403c-daae-413e-9822-db4c3ccfacd4,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,0739152c-eba9-4ffa-90fa-c444aae2951f,3000.0,"#N/A","#N/A","#N/A"
00b410c6-780c-48f9-acce-5cf82e9bd5ee,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,dfbd2a4c-630e-4050-a72d-9dadee86700b,0.9,"#N/A",5000.0,0.1
00b8e788-39c3-4a81-85cf-952b87f14d88,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,8ba35e28-b916-47a4-bd6e-f6b356c0e36c,0.8,"#N/A",10000.0,0.2
00b9e9b2-93ec-4887-b14c-10c81eb01a52,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,f614bade-8048-4abf-92c7-8f384e96edb3,250.0,"#N/A","#N/A","#N/A"
00be9210-40d4-44fb-b516-81ffd331f768,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,776a03b1-5a03-4652-adbe-d7e45c1b0190,0.25,"#N/A","#N/A",0.0
00bee13f-2779-42a2-8d75-77a437498942,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,892ad32a-7b58-486a-9b8a-75e75337446d,1.0,"#N/A",2000.0,0.0
00c15999-a96d-4952-b198-c0b5d3b4822b,USD,Tier 1,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,24ab515d-ad42-4404-baa9-667ceef262ef,0.0,"#N/A",2.0,0.15
00c1c779-a161-4bb2-ac52-630a8cee7a25,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,6968f2ed-c780-44f0-8d9b-0387ee5cbdb0,8.39,"#N/A",10000.0,0.2
00c1d6d7-02d9-4f09-8f02-902f46f10f4d,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,d0597ba6-52e7-4e04-9862-09827bb4697a,125.0,"#N/A","#N/A","#N/A"
00c3f35d-6464-46d5-9f0e-a0068ae30a0c,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,9467d3e4-7c31-40e8-a8c9-827f2d677bd0,0.8,"#N/A",10000.0,0.2
00c540af-64be-4dcc-8e2a-92dc6cd1a80b,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,b4f0084b-9016-46d2-a419-0da9e0f8424d,0.8,"#N/A",10000.0,0.2
00c55189-763a-4461-ac90-43a3d5362e44,USD,501 to 1000,"#N/A",33.0,501.0,2.0,"#N/A",9177c98b-1fda-4b1a-923c-d2c17786110a,Per Unit,1c660ac9-c53a-47d7-9c99-c2b6570ee8a5,66.33,"#N/A",1001.0,32.67
00c5ce61-3211-48a2-9f4f-4ade62b80b80,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,7ec0e67b-f281-45f5-87f1-1e391df4e8f8,4570.63,0.0,"#N/A","#N/A"
00c6638c-967e-44f0-ad8c-b34b82761c03,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,3c501ffe-5f74-48cf-9804-0c144536593e,250.0,"#N/A","#N/A","#N/A"
00c9144e-521a-4da7-a87c-0efced87cc89,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,696c2e2d-0805-4fb5-8b78-27e0679080a7,99.0,"#N/A",250.0,0.0
00ca6aaa-9fcf-4854-a6f9-71b1da3c2ad0,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,9efe182e-b5bb-4cc1-88fd-2a56f3b53dbc,29.7,"#N/A","#N/A",69.3
00cc059c-f58c-44f0-b9f2-23ef9c06b1be,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,b9196cad-86fc-4cf1-8bc6-04b342abd6a3,72.48,"#N/A","#N/A",69.3
00cdb97a-91de-4cd7-84ad-c7f2ba1daba4,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,bf4daa3a-0cdb-465a-8f41-b599ea130fe9,89.1,"#N/A",501.0,9.9
00cfee5b-3a0f-4670-a1dd-55306ace3f0b,USD,Tier 2,"#N/A",10.0,2000.0,2.0,"#N/A",ddfa15b3-994f-4600-85f0-f634ad62fa0a,Per Unit,4a5d4da0-639b-431a-8ccd-14b06fd849da,0.9,"#N/A",5000.0,0.1
00d2cbe7-5d8f-4c8f-a7a2-0596c897cfe6,USD,1001 to 2000,"#N/A",66.0,1001.0,3.0,"#N/A",2fd0abff-ddb0-4e38-ac66-9d695ad88fb2,Per Unit,7e235020-c5f4-4859-803b-1988819d560a,33.66,"#N/A",2001.0,65.34
00d3a7c5-d388-43bb-9103-86b3c0b96cc1,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,e6fcb848-5c7f-4da0-a39c-453022ee0cda,29.7,"#N/A","#N/A",69.3
00d3b905-d1d8-4f48-a2da-29e1cd5ebe90,USD,2001+,"#N/A",70.0,2001.0,4.0,"#N/A",88e8b31a-68e5-4666-abe1-f627626cb900,Per Unit,7276aded-6601-4ce1-b075-957f3e25df00,29.7,"#N/A","#N/A",69.3
00d3c43d-5d65-4476-9ac7-22d7d8539898,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,426ec463-0e12-42f3-934f-f83eedcfe842,0.8,"#N/A",10000.0,0.2
00da3d39-1b8e-4667-a138-52182226668e,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,63a23077-e841-4d1e-a5ae-fa5b7ebf3628,0.75,"#N/A",2000.0,0.25
00e3aa47-a202-4dc5-b8b5-30cf2f4e1c5c,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,142cfd3e-2f24-4f48-9b0d-b74b2069ac0f,11400.0,0.0,"#N/A","#N/A"
00e5da7a-6120-461c-ba4a-67864b9e1623,USD,Tier 2,"#N/A",0.0,2.0,1.0,"#N/A","#N/A",Per Unit,b24620a2-8315-4b46-aa83-91c7e15eee0e,0.15,"#N/A",9999999.0,0.0
00ea6eb0-3542-4a99-828c-81577583db28,USD,Up to 250,"#N/A",0.0,0.0,0.0,"#N/A",da8c6e5e-c996-49bf-a4fc-9fff96c871f5,Per Unit,5bba3451-6377-4b60-86ad-4e0c39ee7708,99.0,"#N/A",250.0,0.0
00ecf549-71ed-4b70-930f-cc1928bd08a0,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,87b1ba5f-c7dc-48e9-8870-38230133f839,10000.0,"#N/A","#N/A","#N/A"
00f16be2-c63c-4d9e-b556-e76a3d061c4a,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,47f3aa68-5417-4985-9d74-c35de7ea8602,5000.0,"#N/A","#N/A","#N/A"
00f2fa77-85b1-40f8-bd23-28767f99b88b,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",9607b5d7-d73e-4e7e-839f-4d304027eb24,Per Unit,06f2ee50-c3cb-427d-84af-732e64ca56de,0.75,"#N/A","#N/A",0.25
00f53cbd-2223-4021-b551-b4841b38895c,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,42c238db-e984-47a6-af0c-768ac528cb9c,150.0,"#N/A","#N/A","#N/A"
00f5b894-36d4-4df1-b209-26d016193dfa,USD,"Tier [1,  )","#N/A","#N/A",1.0,0.0,"#N/A","#N/A",Per Unit,8e6c1b13-f07d-4b38-a395-79d209c32fd5,12000.0,0.0,"#N/A","#N/A"
00fb9ef2-7c19-49ca-834f-df61764e1e62,USD,Tier 4,"#N/A",25.0,10000.0,4.0,"#N/A",9607b5d7-d73e-4e7e-839f-4d304027eb24,Per Unit,07006317-49b4-4768-8d16-c06b77c9ba33,0.75,"#N/A","#N/A",0.25
00fc3813-7dff-4826-b851-ffad59140f1a,USD,Tier 1,0.0,0.0,1000.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,fc540e8d-c104-4dc4-99ff-24e9f31c795b,30.77,"#N/A",2000.0,0.0
00ff4b4a-7194-4f30-829d-8925a39a04a7,USD,Included,0.0,100.0,0.0,0.0,"#N/A",e85b1d56-bef8-4561-ad32-0969f7bf7e78,Per Unit,cfb8010f-09f9-4de3-a095-1ee538549ff0,0.0,"#N/A",1000.0,1.0
01036e84-73fb-479f-9be6-8a6d9c8172a1,USD,250 to 500,"#N/A",10.0,250.0,1.0,"#N/A",47d24d20-ffa9-46d1-927f-b6bcf3455224,Per Unit,0159e93a-1a05-4231-bf80-6f1e71562e9b,80.19,"#N/A",501.0,9.9
0108480f-3342-4b9c-af86-01ca6da27ee1,USD,Tier 2,0.0,0.0,2.0,1.0,"#N/A",bbbc9959-d9ab-4f83-acd4-2b2ec7e1d2d6,Per Unit,33afa188-3809-4ca1-9f40-9139d85b3b2e,0.15,"#N/A","#N/A",0.0
01089657-116e-44a8-86af-09238677ae19,USD,Tier 3,"#N/A",20.0,5000.0,3.0,"#N/A",9fc7010f-4aa0-436b-909f-06093a5bc68b,Per Unit,a8ad1622-b5ea-4987-b2e2-98de8209054f,0.8,"#N/A",10000.0,0.2
