"Guid","CurrencyIsoCode","Name","SBQQ__Description__c","SBQQ__LowerBound__c","SBQQ__OrderItemConsumptionSchedule__c","SBQQ__Price__c","SBQQ__PricingMethod__c","SBQQ__ProcessingOrder__c","SBQQ__UpperBound__c"
03da9916-5c1a-42bc-96a4-55c65328615a,USD,R-000003,"#N/A",21.0,c0a9d492-1830-4dc5-8caa-3211c94b981a,120.0,PerUnit,3.0,51.0
03e771c3-745a-45a3-accc-ee8baf5a8a12,USD,R-000004,"#N/A",51.0,caf854d7-9a80-413d-aa67-f1c8eac84c58,105.0,PerUnit,4.0,101.0
03f06aa7-4516-4ee3-b6fa-a48a335c109e,USD,R-000004,"#N/A",51.0,6cffc723-e6b8-4e33-adfa-050b0d043991,105.0,PerUnit,4.0,101.0
03f9ac4f-3920-44a6-b117-b9024a303bde,USD,R-000003,"#N/A",21.0,3784ef35-0720-45e7-a917-51c8f99f3bb6,120.0,PerUnit,3.0,51.0
0425df7e-cde5-472e-90b0-148cd4b960a4,USD,R-000001,"#N/A",1.0,fabcdef8-b6fe-4c8d-9999-4470f6780d2a,150.0,PerUnit,1.0,11.0
042e313d-9296-4420-a08a-06b04f9f2280,USD,R-000005,"#N/A",101.0,03daf799-7e02-40a6-96c3-feb78fd116d7,100.0,PerUnit,5.0,"#N/A"
04fb3f11-7dbe-4a10-ac16-f0b5cb2c99c5,USD,R-000002,"#N/A",11.0,6fe2b14d-dff1-4a81-b949-b4024bea53a4,135.0,PerUnit,2.0,21.0
051e382a-ee1f-4605-a42e-78c075afc116,USD,R-000001,"#N/A",1.0,cccc6c7c-b58a-4ba9-9904-2ea7de718e2e,150.0,PerUnit,1.0,11.0
052ed227-1853-4973-86a2-58ebee2d99d6,USD,R-000002,"#N/A",11.0,883d99d8-ca80-461d-b610-a8d7349b6af2,135.0,PerUnit,2.0,21.0
0555c624-0f16-47f3-9d1c-f0205dfd7886,USD,R-000003,"#N/A",21.0,6cffc723-e6b8-4e33-adfa-050b0d043991,120.0,PerUnit,3.0,51.0
0598cebf-98c3-4f4f-b86f-194e11f869fa,USD,R-000003,"#N/A",21.0,40359a0e-b7f0-4702-b68a-b27a33a19dc2,120.0,PerUnit,3.0,51.0
05aba735-1603-4340-bc7e-85f8084f8bc2,USD,R-000005,"#N/A",101.0,b5641f1f-2292-4df3-ac63-c904997091a9,100.0,PerUnit,5.0,"#N/A"
05ac7417-ff13-484d-b1b9-84559ee2a235,USD,R-000001,"#N/A",1.0,2aaa5d9a-ba97-4e30-97b3-f37f8edd6ddb,150.0,PerUnit,1.0,11.0
0605411e-117f-4048-8980-57418e5bb60b,USD,R-000004,"#N/A",51.0,c7ea0e15-69b2-4eaf-adc6-0be148a864f7,105.0,PerUnit,4.0,101.0
0611dac5-b1f2-4b89-a811-1d81a35da9de,USD,R-000001,"#N/A",1.0,cdcd52c8-94d0-4286-843e-ddf1e4499c15,150.0,PerUnit,1.0,11.0
06165c15-ccd0-4516-b93a-8879675cafe4,USD,R-000001,"#N/A",1.0,8b0476fe-261e-4bd7-8c18-33f88ce7b961,150.0,PerUnit,1.0,11.0
0621d78c-469d-4b04-aacb-72f18e13c5b1,USD,R-000005,"#N/A",101.0,f37a5601-b6df-4cfa-9152-c136946fb368,100.0,PerUnit,5.0,"#N/A"
066506ad-04cc-49f6-a7e4-337500de796e,USD,R-000004,"#N/A",51.0,5a80170a-16db-4879-88c8-8281367f90b3,105.0,PerUnit,4.0,101.0
0665cdc8-2aef-4a7c-ac03-3e8590180492,USD,R-000002,"#N/A",11.0,d2e00867-fbff-45e3-aa4c-9ea166928038,135.0,PerUnit,2.0,21.0
0678ecca-f7fd-44ba-a111-6e119811df02,USD,R-000004,"#N/A",51.0,f394ce1d-6b8c-40a6-aaab-3c9f7abb390d,105.0,PerUnit,4.0,101.0
06797c98-b129-4493-b3b4-f3f2937b7f48,USD,R-000004,"#N/A",51.0,86a9c85f-e2c3-4f2e-99e1-22b75ca2e588,105.0,PerUnit,4.0,101.0
06d7f1cd-8786-4476-a757-1d4a31b99f1d,USD,R-000004,"#N/A",51.0,6fe2b14d-dff1-4a81-b949-b4024bea53a4,105.0,PerUnit,4.0,101.0
0707fde5-6a2b-4db7-a7b2-f689c36499bb,USD,R-000004,"#N/A",51.0,08ed9911-b887-476b-bee7-6107867c1e43,105.0,PerUnit,4.0,101.0
07144532-a19d-4e83-8c2e-c5ca2e081952,USD,R-000005,"#N/A",101.0,0658265f-430c-416f-ba75-f1e77751a7df,100.0,PerUnit,5.0,"#N/A"
072853c9-dbac-48cb-b1aa-20d6b62f8ad3,USD,R-000002,"#N/A",11.0,a4bdaf24-32cc-4fce-9a91-3fdb0f1c7197,135.0,PerUnit,2.0,21.0
073a9232-0590-44e4-919a-92dbb50772b7,USD,R-000001,"#N/A",1.0,8cdb96bb-e640-4643-95dc-e5a4137f0004,150.0,PerUnit,1.0,11.0
0745f307-60ec-41aa-b4f9-e43c36105362,USD,R-000001,"#N/A",1.0,cf548e5e-93f9-43b1-8c5c-df502a67b21b,150.0,PerUnit,1.0,11.0
07978434-e982-460c-a17f-fadcc68b9b5b,USD,R-000002,"#N/A",11.0,47bc54d0-1bff-461e-b909-81ecb98575a8,135.0,PerUnit,2.0,21.0
079e9e15-6e2a-4d74-a8a6-fcbd232bd0b2,USD,R-000005,"#N/A",101.0,18970a05-4818-439c-9b7d-ee68c43211a0,100.0,PerUnit,5.0,"#N/A"
07e0d9a7-dfdf-4a0c-9867-116792486dc4,USD,R-000002,"#N/A",11.0,34ca9059-f22c-4ef7-a707-bdb46397586e,135.0,PerUnit,2.0,21.0
07fb515e-c1c5-46d3-946a-89e78947e362,USD,R-000001,"#N/A",1.0,8a697eab-f592-4f4f-89c9-abb7b53f2986,150.0,PerUnit,1.0,11.0
0857bb0f-f7c9-4384-8335-2bb2f0323cd2,USD,R-000001,"#N/A",1.0,fb7f1313-3732-4eab-bed2-58a2f805099d,150.0,PerUnit,1.0,11.0
08871cd3-e0cd-49d0-9030-e8021da6950a,USD,R-000004,"#N/A",51.0,0e34276e-f367-46e4-9609-b39731977d4d,105.0,PerUnit,4.0,101.0
08a3066e-63a8-41da-a046-cbf43211d635,USD,R-000003,"#N/A",21.0,276c4c38-317f-4d53-b41c-e830a6858817,120.0,PerUnit,3.0,51.0
08b160c2-754c-4300-b163-ef1f0c3593bd,USD,R-000004,"#N/A",51.0,41711c67-33a8-44df-bf97-acfc6d8670fa,105.0,PerUnit,4.0,101.0
08b1881f-822b-4f08-a818-9cc91dbba43f,USD,R-000004,"#N/A",51.0,68247eaf-922c-4271-80b5-fae32f76038c,105.0,PerUnit,4.0,101.0
08f104d5-38b0-4030-b4a2-d81b2ade2484,USD,R-000004,"#N/A",51.0,7668fe99-6f2d-4bbb-a840-64a403d5e864,105.0,PerUnit,4.0,101.0
09086702-dd73-45d0-bbdc-ef44d94e64ab,USD,R-000005,"#N/A",101.0,a32cb998-053f-441d-a765-fa37400b5859,100.0,PerUnit,5.0,"#N/A"
0909904a-6c8b-44a2-a43f-5bf72cf51533,USD,R-000005,"#N/A",101.0,761d3087-e232-4066-811e-5675a86168e3,100.0,PerUnit,5.0,"#N/A"
09105b71-f5b1-448d-8796-29e4f6dabfb7,USD,R-000001,"#N/A",1.0,cd59fcb8-74f4-4e62-85e5-98b12e4ea0ab,150.0,PerUnit,1.0,11.0
09107057-b49c-4161-9d61-395510b198fd,USD,R-000002,"#N/A",11.0,ae681265-e885-422c-85ba-75d3993e1d15,135.0,PerUnit,2.0,21.0
0954b201-3759-4ecc-a0eb-5ca6443bfe37,USD,R-000002,"#N/A",11.0,dc36963f-a37a-4797-a514-a6ef7efbc6d4,135.0,PerUnit,2.0,21.0
0962316b-4964-4dde-a7a1-78d332260b27,USD,R-000003,"#N/A",21.0,970ca423-10c5-487e-82e4-e738b38a629a,120.0,PerUnit,3.0,51.0
0972b464-2fc8-4249-9ad2-1fd5774d8e1f,USD,R-000002,"#N/A",11.0,a989f7c6-9852-4d3a-9aa1-bc53d6fdbdb2,135.0,PerUnit,2.0,21.0
097d4195-f41e-4ec2-83f6-2aed8b501f1c,USD,R-000001,"#N/A",1.0,319a0f9b-9a98-4077-8634-40ede17ca471,150.0,PerUnit,1.0,11.0
09963610-917d-4e05-aa9c-2b989a15d103,USD,R-000002,"#N/A",11.0,68d023aa-607d-4f99-9537-0e30ac761cb9,135.0,PerUnit,2.0,21.0
09a322ed-6b53-4d61-a8bd-fdbb21b4527d,USD,R-000005,"#N/A",101.0,0145de5d-0b57-491b-8517-04fd37ebaf7a,100.0,PerUnit,5.0,"#N/A"
09af6605-d330-4ec8-aec0-a8f0fd625887,USD,R-000001,"#N/A",1.0,6f934e97-cc06-4159-ab35-7fbe64e09e25,150.0,PerUnit,1.0,11.0
09d89ffd-c9ce-46b2-9098-a28ff0c7236b,USD,R-000002,"#N/A",11.0,41d1721a-fb8f-486b-94a5-5a37df5ad07a,135.0,PerUnit,2.0,21.0
0a0b5617-0b6e-499f-bf50-afa2be2e8a4e,USD,R-000004,"#N/A",51.0,df50cde2-4c71-4972-a715-b0f98011cfeb,105.0,PerUnit,4.0,101.0
0a130834-33c8-4e46-9ccc-c3d34f5c5a9d,USD,R-000002,"#N/A",11.0,b5e80d9d-0d9c-4466-97a1-e9990cd8d1bb,135.0,PerUnit,2.0,21.0
0a1e0ba7-fc81-4294-91ed-92143b093c20,USD,R-000005,"#N/A",101.0,cd133fd2-da93-4963-b48b-71bc25764d03,100.0,PerUnit,5.0,"#N/A"
0a5e6199-6ad8-4edf-84d6-d1572edcc23d,USD,R-000004,"#N/A",51.0,80d6ddd0-ae0a-470f-914a-025f47e411a8,105.0,PerUnit,4.0,101.0
0a802b2e-fb6b-4151-b571-1a72b915e7e9,USD,R-000004,"#N/A",51.0,ad8d8725-a470-46c6-83c6-d85dfc3d5220,105.0,PerUnit,4.0,101.0
0a9990d2-bce2-4cf3-b5dd-905e18222a2d,USD,R-000004,"#N/A",51.0,f81f827a-f4cb-4ab2-a3ca-2cf7e5a2f4ed,105.0,PerUnit,4.0,101.0
0ac7ef98-b162-4fbe-bf27-d33561f7f10c,USD,R-000001,"#N/A",1.0,a3787161-8eb2-403e-9a20-39e8de2fec99,150.0,PerUnit,1.0,11.0
0acf7bfe-aa0d-49a0-8515-3fa72b3cb89c,USD,R-000003,"#N/A",21.0,317d15d7-348d-406a-9054-64b3887c9db9,120.0,PerUnit,3.0,51.0
0af29c3c-0665-432e-8ba7-9961365caeab,USD,R-000001,"#N/A",1.0,5611b06d-59f5-463f-a826-e26852302006,150.0,PerUnit,1.0,11.0
0afa5ec7-5409-462e-b286-915feca878c7,USD,R-000002,"#N/A",11.0,de4d8223-b028-47ac-a74d-b6caba4998f7,135.0,PerUnit,2.0,21.0
0b02494b-2377-4f97-8970-cf8a6ea0911b,USD,R-000006,"#N/A",0.0,6947709d-8208-4ae0-9000-abbd953dbb8a,45000.0,PerUnit,1.0,3.0
0b213346-9ce1-4d06-bbc2-6a7a1e9938a6,USD,R-000005,"#N/A",101.0,213d773a-5140-4bf9-a8cb-a2b53819ae2b,100.0,PerUnit,5.0,"#N/A"
0b2d9cd4-f7fc-41e8-bfcb-250ac663b975,USD,R-000005,"#N/A",101.0,013b5a80-5299-490f-8bbc-aaf9ebc16ea0,100.0,PerUnit,5.0,"#N/A"
0b4004cb-53b7-43cf-945a-cca62cc2c3a8,USD,R-000003,"#N/A",21.0,b4d9f43f-3575-4589-ab6f-0406da092a48,120.0,PerUnit,3.0,51.0
0b5314fd-6d7a-427e-af3d-3fb43cc2c08f,USD,R-000001,"#N/A",1.0,7f775d0b-6bbd-4850-ba8e-1433d10fdc4b,150.0,PerUnit,1.0,11.0
0b997098-a790-4ea1-a051-5de524cee1c8,USD,R-000004,"#N/A",51.0,0fd95cb4-b724-4fc5-a96a-db8fc8946c95,105.0,PerUnit,4.0,101.0
0baae62e-c9a4-495f-a573-0e5af372cf1f,USD,R-000005,"#N/A",101.0,01b2cf55-6bdc-478b-9396-85040807f029,100.0,PerUnit,5.0,"#N/A"
0baf631b-8f97-493d-abae-685fb48f4e57,USD,R-000002,"#N/A",11.0,015e1bef-fbd6-43bc-95e6-99c5283a5cb1,135.0,PerUnit,2.0,21.0
0bf2e926-1d43-4e72-a6a8-18752cdda20e,USD,R-000002,"#N/A",11.0,d896cd12-dda0-4ed1-8151-7b799a257c76,135.0,PerUnit,2.0,21.0
0bf80331-d7a4-46ea-8adc-6a63b98b878d,USD,R-000005,"#N/A",101.0,06668af4-3e01-4114-bb90-b1601cba0e7b,100.0,PerUnit,5.0,"#N/A"
0c053251-d998-4c37-81da-c18c4c2baa6e,USD,R-000001,"#N/A",1.0,720aec70-9079-4129-90fb-fd68d11fd8f5,150.0,PerUnit,1.0,11.0
0c1593da-15f6-4625-9510-535511189cb9,USD,R-000004,"#N/A",51.0,fb7f1313-3732-4eab-bed2-58a2f805099d,105.0,PerUnit,4.0,101.0
0c1cbff8-b858-4229-86a6-350356c111bc,USD,R-000001,"#N/A",1.0,b067bacd-86ea-43af-80dc-44ae02fae705,150.0,PerUnit,1.0,11.0
0c25ee4b-c174-4edc-aa19-5fa315ca9334,USD,R-000004,"#N/A",51.0,4f1df8a1-dad6-4de6-9360-4524b3ba128b,105.0,PerUnit,4.0,101.0
0c267a52-8566-4dfe-8a19-272c9a71c74a,USD,R-000001,"#N/A",1.0,22c34d98-0d67-449b-8147-b3d714337079,150.0,PerUnit,1.0,11.0
0c3b99fe-846e-4220-bd73-b2528b6ff32d,USD,R-000004,"#N/A",51.0,6f575732-2c0d-4a14-9867-481e7b08c85b,105.0,PerUnit,4.0,101.0
0c582ca6-5628-4e27-aa41-2b2e2fd0ada4,USD,R-000004,"#N/A",51.0,951554de-e07c-43ab-8257-a586bc776ca5,105.0,PerUnit,4.0,101.0
0c76494e-17f1-4c48-bd07-6e3c5e8b6857,USD,R-000004,"#N/A",51.0,ab4dcd30-7169-4563-b936-deb21f3c9c8d,105.0,PerUnit,4.0,101.0
0ca938c5-6a4f-4cd8-904b-edcb328b66a9,USD,R-000005,"#N/A",101.0,8956758b-76b9-4f7a-8693-d1a698219564,100.0,PerUnit,5.0,"#N/A"
0cdb7c35-1741-4cc7-8648-39baf27680bd,USD,R-000002,"#N/A",11.0,2dcd7614-fba1-4060-8e26-bf457f43600a,135.0,PerUnit,2.0,21.0
0cef96e9-ec26-4678-9b68-260b3939c0a3,USD,R-000005,"#N/A",101.0,11de39fb-f5ee-4978-bdbe-080605c70956,100.0,PerUnit,5.0,"#N/A"
0d61f8c9-bf60-4fef-a54a-7525091a2329,USD,R-000003,"#N/A",21.0,ad8d8725-a470-46c6-83c6-d85dfc3d5220,120.0,PerUnit,3.0,51.0
0d7273fc-8496-4677-b1c5-2c4c44ae8f79,USD,R-000004,"#N/A",51.0,c7eba513-6c9c-4585-b931-080e55951c66,105.0,PerUnit,4.0,101.0
0d811c25-bcb0-43e7-aae3-c914277c73c7,USD,R-000001,"#N/A",1.0,0daf2600-8b08-45f6-ba1e-b5a5c0bb7d8f,150.0,PerUnit,1.0,11.0
0db3ac98-0d13-460e-9bbb-43669917ebb6,USD,R-000003,"#N/A",21.0,24061dc3-5447-478a-967b-ddbe48837e11,120.0,PerUnit,3.0,51.0
0df14ea2-48d6-482d-b6b6-123243fb7064,USD,R-000003,"#N/A",21.0,17dfedbb-445c-4519-ad64-8a86dd6804a2,120.0,PerUnit,3.0,51.0
0e4fecc7-b639-4fc9-b92e-4ce6a7db59b1,USD,R-000003,"#N/A",21.0,5611b06d-59f5-463f-a826-e26852302006,120.0,PerUnit,3.0,51.0
0e5b44c6-61b8-4ede-b267-9ad44ea2e089,USD,R-000001,"#N/A",1.0,53dd267a-e816-45f7-9284-7654d2925b20,150.0,PerUnit,1.0,11.0
0e5ff037-2d61-4de4-9e23-e72b328702a7,USD,R-000003,"#N/A",21.0,ff7e8e16-9644-45da-81e9-964bf688673e,120.0,PerUnit,3.0,51.0
0e62f10e-fd98-407c-92cf-5d3cf7239ab8,USD,R-000002,"#N/A",11.0,2018a7cd-479d-4e81-b619-128ad458558c,135.0,PerUnit,2.0,21.0
0e8458b5-b0ad-4dca-af2a-1d65f208a0cf,USD,R-000004,"#N/A",51.0,15428563-953d-4aba-ba08-8de38d8c7d28,105.0,PerUnit,4.0,101.0
0ea43865-299d-443d-a378-c4ccafcbd827,USD,R-000004,"#N/A",51.0,b1107c3a-1029-46c1-ba6d-8870e7460ff2,105.0,PerUnit,4.0,101.0
0ec8c6f7-c7ff-4ca6-84e9-06dacd6de088,USD,R-000003,"#N/A",21.0,886a479b-7a71-4942-8483-3878430a7a0a,120.0,PerUnit,3.0,51.0
0ed5a6ea-d361-429f-b787-b0a9feef7f4b,USD,R-000002,"#N/A",11.0,9802b5c6-4624-47f4-8644-28bae2ee3d05,135.0,PerUnit,2.0,21.0
0ed9dec2-b002-4c86-a6e9-9c321aa57596,USD,R-000001,"#N/A",1.0,75492345-41f6-4450-93b7-408be7b5a251,150.0,PerUnit,1.0,11.0
0f1519bc-059b-444e-b9df-c5f109782088,USD,R-000003,"#N/A",21.0,0daf2600-8b08-45f6-ba1e-b5a5c0bb7d8f,120.0,PerUnit,3.0,51.0
0f189ed2-116e-44bf-a9a7-0e97c0b1426c,USD,R-000001,"#N/A",1.0,9802b5c6-4624-47f4-8644-28bae2ee3d05,150.0,PerUnit,1.0,11.0
0f2eeb8c-f0d2-4f6d-b3e8-06455b2c99cd,USD,R-000004,"#N/A",51.0,3b1332e6-337e-49fa-b5a3-f3c470fea607,105.0,PerUnit,4.0,101.0
0f5334b1-a4ba-46fe-bc02-3911545baa17,USD,R-000005,"#N/A",101.0,0f6961c3-d0cc-43f7-9c94-dba532a30895,100.0,PerUnit,5.0,"#N/A"
0f9b665b-023b-41e2-8c12-51ee2a044cb7,USD,R-000005,"#N/A",101.0,0e34276e-f367-46e4-9609-b39731977d4d,100.0,PerUnit,5.0,"#N/A"
0fbe3d8c-af29-43b2-8eb9-02699b280cab,USD,R-000003,"#N/A",21.0,720aec70-9079-4129-90fb-fd68d11fd8f5,120.0,PerUnit,3.0,51.0
0fdcc494-b3ff-4415-b618-0dae1511e064,USD,R-000002,"#N/A",11.0,c5be62ce-e3f1-47e7-b788-e9aebd07f1b5,135.0,PerUnit,2.0,21.0
0ff2d37f-bff7-4f04-903a-b2eaafbfb118,USD,R-000001,"#N/A",1.0,de824e04-8269-4a65-ab15-912d7c9d3ab8,150.0,PerUnit,1.0,11.0
0ff6a9d1-97a9-4592-97ed-f282b3b6d265,USD,R-000002,"#N/A",11.0,7e421476-bac0-47f0-8797-5f565a6510d3,135.0,PerUnit,2.0,21.0
100dee66-cf87-46c7-ab74-73c926e971ba,USD,R-000011,"#N/A",201.0,f76b1882-ab54-48a2-b63d-2909b8dc1090,10.5,PerUnit,3.0,301.0
1049b844-d288-479e-9b6c-aa4dc1b1b651,USD,R-000004,"#N/A",51.0,3304680e-d1cf-4aa6-893a-c7ea2efde495,105.0,PerUnit,4.0,101.0
106216eb-5fa8-4397-839d-ac35c294eb10,USD,R-000003,"#N/A",21.0,66b8f207-a143-408a-986d-9cbe09925b77,120.0,PerUnit,3.0,51.0
10b7cf4f-8ca8-4b06-9a9a-c738d7626fbc,USD,R-000001,"#N/A",1.0,ebbd8ef3-0b19-4d12-9081-e67b0f3a05b0,150.0,PerUnit,1.0,11.0
10d8c12e-2a14-4c68-a798-840b94c1fabd,USD,R-000005,"#N/A",101.0,86a9c85f-e2c3-4f2e-99e1-22b75ca2e588,100.0,PerUnit,5.0,"#N/A"
1120a2fd-a1d1-4069-a83f-e6fd19f446ea,USD,R-000002,"#N/A",11.0,37ce3bf5-9a50-49a2-868d-4c81aeb1c414,135.0,PerUnit,2.0,21.0
113ff29f-6add-40be-a26b-cd9cab17f08c,USD,R-000002,"#N/A",11.0,3784ef35-0720-45e7-a917-51c8f99f3bb6,135.0,PerUnit,2.0,21.0
115a0f62-2be0-4cf2-82dc-d3d8e2d77f41,USD,R-000003,"#N/A",21.0,d549cf99-59c3-4065-a515-5c8e5a6b8466,120.0,PerUnit,3.0,51.0
118365cf-403f-4d14-82cf-06207630f112,USD,R-000003,"#N/A",21.0,26ede4b6-fd9d-4e6c-af4f-e719564d1551,120.0,PerUnit,3.0,51.0
118ce573-3236-474e-b06a-b0925d2bec98,USD,R-000002,"#N/A",11.0,92ee3701-3c5f-4b25-8408-e3599a413dcb,135.0,PerUnit,2.0,21.0
1192d5a8-2d6e-4062-95f3-2dd7d2a8f78f,USD,R-000001,"#N/A",1.0,3b9a50cb-0937-4bdf-b050-e23200af89c0,150.0,PerUnit,1.0,11.0
11b52c37-e187-4e13-8dad-b40a2d7c3af7,USD,R-000001,"#N/A",1.0,4826ce70-7dd5-45bb-ac16-72f96764a082,150.0,PerUnit,1.0,11.0
11b6e48b-6bee-4f16-85a3-a6f1767ebefb,USD,R-000002,"#N/A",11.0,953ff562-bf19-48cd-b1d9-d382d004f1dd,135.0,PerUnit,2.0,21.0
11c7767a-301b-4ac6-8a93-6ea2a1536365,USD,R-000004,"#N/A",51.0,a134b2ed-b91e-47ca-9507-8498e4c62a76,105.0,PerUnit,4.0,101.0
11c97175-1f66-4746-8ba8-9587adee101e,USD,R-000001,"#N/A",1.0,7e421476-bac0-47f0-8797-5f565a6510d3,150.0,PerUnit,1.0,11.0
1220f441-2631-4ded-805c-33d2138897dc,USD,R-000004,"#N/A",51.0,558eb586-1341-4d2e-ba1e-13a700286fd6,105.0,PerUnit,4.0,101.0
1255d085-0ead-4239-b5fc-390f0c098f72,USD,R-000003,"#N/A",21.0,e9fac364-e7aa-4cdc-a419-849f35683c2d,120.0,PerUnit,3.0,51.0
125c61ca-2489-4980-a8b6-05c346524c2c,USD,R-000004,"#N/A",51.0,d2e00867-fbff-45e3-aa4c-9ea166928038,105.0,PerUnit,4.0,101.0
12733f0e-caf5-4620-b290-8c96113b5e0c,USD,R-000004,"#N/A",51.0,68d023aa-607d-4f99-9537-0e30ac761cb9,105.0,PerUnit,4.0,101.0
1285141b-b6af-46e4-81e0-d6be2258cb44,USD,R-000001,"#N/A",1.0,656ba382-c5fc-460d-9e6b-773e1a7eae93,150.0,PerUnit,1.0,11.0
128c091c-7ac5-4257-9586-2447061d1b2f,USD,R-000003,"#N/A",21.0,75492345-41f6-4450-93b7-408be7b5a251,120.0,PerUnit,3.0,51.0
12ab3778-08dc-40b2-b81e-3b4e7d117cdf,USD,R-000003,"#N/A",21.0,79c1cde2-1550-42df-b438-5d11e9d446d1,120.0,PerUnit,3.0,51.0
12c7a08e-55d7-4c65-96ca-19b9ec603330,USD,R-000001,"#N/A",1.0,53b5e78c-46d3-4f27-b27b-1ef98c1b6e7c,150.0,PerUnit,1.0,11.0
12d0be1a-2626-4ad1-9ded-667a68470b7d,USD,R-000001,"#N/A",1.0,c8125493-e707-4f90-a5c5-a4bc2a7d5e38,150.0,PerUnit,1.0,11.0
12e4c602-7bc8-429a-9112-dd0e65239237,USD,R-000004,"#N/A",51.0,720aec70-9079-4129-90fb-fd68d11fd8f5,105.0,PerUnit,4.0,101.0
12f86d18-5d20-4de5-a761-1e49541f136e,USD,R-000003,"#N/A",21.0,013b5a80-5299-490f-8bbc-aaf9ebc16ea0,120.0,PerUnit,3.0,51.0
1320b019-95f1-4503-a9df-2dd26f0e197f,USD,R-000004,"#N/A",51.0,4e221628-87b8-4223-a141-9975b5f8991b,105.0,PerUnit,4.0,101.0
