"Guid","CurrencyIsoCode","Linux__c","Mac__c","Product_Line__c","SBQQ__AdditionalDiscountAmount__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__Bundle__c","SBQQ__BundledQuantity__c","SBQQ__Bundled__c","SBQQ__ChargeType__c","SBQQ__ComponentDiscountedByPackage__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__CustomerPrice__c","SBQQ__Dimension__c","SBQQ__DiscountScheduleType__c","SBQQ__DiscountSchedule__c","SBQQ__Discount__c","SBQQ__DistributorDiscount__c","SBQQ__DynamicOptionId__c","SBQQ__HasConsumptionSchedule__c","SBQQ__ListPrice__c","SBQQ__MarkupAmount__c","SBQQ__MarkupRate__c","SBQQ__NetPrice__c","SBQQ__Number__c","SBQQ__OptionDiscountAmount__c","SBQQ__OptionDiscount__c","SBQQ__OptionLevel__c","SBQQ__OptionType__c","SBQQ__OriginalQuoteLine__c","SBQQ__OriginalUnitCost__c","SBQQ__PackageProductCode__c","SBQQ__PackageProductDescription__c","SBQQ__PartnerDiscount__c","SBQQ__PricingMethod__c","SBQQ__ProductOption__c","SBQQ__ProductSubscriptionType__c","SBQQ__Product__c","SBQQ__ProrateMultiplier__c","SBQQ__Quantity__c","SBQQ__QuoteLine__c","SBQQ__RegularPrice__c","SBQQ__RenewalPrice__c","SBQQ__RenewalQuantity__c","SBQQ__RenewalUpliftRate__c","SBQQ__RenewedDate__c","SBQQ__RequiredById__c","SBQQ__RequiredByProduct__c","SBQQ__RevisedSubscription__c","SBQQ__RootId__c","SBQQ__SegmentEndDate__c","SBQQ__SegmentIndex__c","SBQQ__SegmentKey__c","SBQQ__SegmentLabel__c","SBQQ__SegmentQuantity__c","SBQQ__SegmentStartDate__c","SBQQ__SegmentUpliftAmount__c","SBQQ__SegmentUplift__c","SBQQ__SpecialPrice__c","SBQQ__SubscriptionEndDate__c","SBQQ__SubscriptionStartDate__c","SBQQ__SubscriptionType__c","SBQQ__TermDiscountSchedule__c","SBQQ__TerminatedDate__c","SBQQ__UnitCost__c","Storage__c"
0077df14-f51c-44a2-8f84-5b1bdea91f10,USD,false,true,"#N/A",262.35,Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",7737.65,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c1I000000oSaoQAE:01t1I000000JUVvQAO,false,8000.0,"#N/A","#N/A",7737.65,3.0,"#N/A","#N/A",1.0,Component,476931f9-e74d-4a49-b2df-ed57954ddb33,8220.065998222786,"#N/A","#N/A","#N/A",List,"#N/A",Renewable,8082df33-6d80-4703-ada8-d1537bc09f27,0.6666666666666666,1.0,476931f9-e74d-4a49-b2df-ed57954ddb33,8000.0,11606.48,1.0,3.0,"#N/A",a0t3h0000013m1hAAA,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m1hAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2022-02-17,Renewable,"#N/A","#N/A",8220.065998222786,false
008cf71e-01d7-428f-babb-8b74618fcebd,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",540.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxPAAU,false,540.0,"#N/A","#N/A",540.0,7.0,"#N/A","#N/A",1.0,Related Product,5e106c92-eb9a-4000-81b0-bee0134a522c,10.23,"#N/A","#N/A","#N/A",List,1aaa7f81-2e95-4560-be5f-8b394acf0a9b,Renewable,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,36.0,200.0,5e106c92-eb9a-4000-81b0-bee0134a522c,540.0,15.0,200.0,"#N/A","#N/A",a0t3h0000013m2bAAA,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m2bAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",15.0,"#N/A",2021-09-19,Renewable,"#N/A","#N/A",10.23,false
0092d9ba-feee-4786-89f6-ae84f42561bb,USD,false,false,"#N/A","#N/A","#N/A","#N/A",false,"#N/A",false,One-Time,false,"#N/A",3000.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxUAAU,false,3000.0,"#N/A","#N/A",3000.0,10.0,"#N/A","#N/A",1.0,Related Product,11dcccbf-4da2-4945-b200-ec1768748bf8,2327.3363808889962,"#N/A","#N/A","#N/A",List,97f63f9d-d298-4997-8e2d-29fe0d886eab,Renewable,b23daee8-c6e3-40ed-bf2f-d8135aaa298e,1.0,1.0,11dcccbf-4da2-4945-b200-ec1768748bf8,3000.0,"#N/A",1.0,3.0,"#N/A",a0t3h0000013myzAAA,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013myzAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3000.0,"#N/A",2022-02-17,Renewable,"#N/A","#N/A",2327.3363808889962,false
00ac14b2-5d83-44c1-a9fa-0e73178fffae,USD,false,false,"#N/A","#N/A",Monthly,Advance,false,"#N/A",false,Recurring,false,"#N/A",11640.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxSAAU,false,12000.0,"#N/A","#N/A",11640.0,2.0,"#N/A","#N/A",1.0,Related Product,b08aec92-82f0-408c-81b8-5caff32a6766,8754.576915770134,"#N/A","#N/A","#N/A",List,6265bc6f-9f5b-4245-b1c0-d5815cfa03be,Renewable,54e33ffe-9123-445a-bb9b-69dec395a5a5,1.0,1.0,b08aec92-82f0-408c-81b8-5caff32a6766,12000.0,"#N/A",1.0,3.0,"#N/A",a0t3h0000013mebAAA,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013mebAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2021-12-05,Renewable,f27271fb-5761-46f2-a764-0a554d1424f3,"#N/A",8754.576915770134,false
012182d0-26fb-412a-9253-c9e6d4dad8b2,USD,false,false,"#N/A",21.56,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",578.44,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxPAAU,false,600.0,"#N/A","#N/A",578.44,7.0,"#N/A","#N/A",1.0,Related Product,b699e2d2-d4c3-4afd-ba4f-24e8d73e9fc5,31.852079893212167,"#N/A","#N/A","#N/A",List,23d16bbf-4e92-4497-b441-0e48906ce467,Renewable,e5d77835-1f91-4876-b952-77560259c9d6,12.0,200.0,b699e2d2-d4c3-4afd-ba4f-24e8d73e9fc5,600.0,48.2,200.0,"#N/A","#N/A",a0t3h0000013mIbAAI,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013mIbAAI,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",50.0,"#N/A",2021-09-19,Renewable,"#N/A","#N/A",31.852079893212167,false
01597d35-235e-4927-a9f2-b94c7096db1b,EUR,false,true,"#N/A","#N/A",Annual,Advance,true,"#N/A",false,Recurring,false,"#N/A",0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A",0.0,1.0,"#N/A","#N/A","#N/A","#N/A",1c55cd15-feaa-447e-9b17-a69757f6d364,0.0,"#N/A","#N/A","#N/A",List,"#N/A",Renewable,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,12.0,1.0,1c55cd15-feaa-447e-9b17-a69757f6d364,0.0,"#N/A",1.0,3.0,"#N/A","#N/A","#N/A","#N/A",a0t3h0000013m3EAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A",2022-02-17,Renewable,"#N/A","#N/A",0.0,false
01619893-a870-4ce5-a0cc-1752848a9302,USD,false,false,"#N/A","#N/A",Monthly,Advance,false,"#N/A",false,Recurring,false,"#N/A",32400.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxSAAU,false,36000.0,"#N/A","#N/A",32400.0,2.0,"#N/A","#N/A",1.0,Related Product,6dda03d7-8464-427a-a8ce-2e4498c0fa2c,8754.576915770134,"#N/A","#N/A","#N/A",List,6265bc6f-9f5b-4245-b1c0-d5815cfa03be,Renewable,54e33ffe-9123-445a-bb9b-69dec395a5a5,3.0,1.0,6dda03d7-8464-427a-a8ce-2e4498c0fa2c,32400.0,10800.0,1.0,"#N/A","#N/A",a0t3h0000013m2bAAA,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m2bAAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2021-08-19,Renewable,f27271fb-5761-46f2-a764-0a554d1424f3,"#N/A",8754.576915770134,false
016523d3-5c68-4abf-aa81-36e70f353632,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",1080.0,"#N/A","#N/A","#N/A",10.0,"#N/A",a0c1I000000oSaoQAE:01t1I000000JUVwQAO,false,1200.0,"#N/A","#N/A",1080.0,2.0,"#N/A","#N/A",1.0,Component,2f5b10f1-f325-45cc-84b2-8000e39d909e,71.01577270770093,"#N/A","#N/A","#N/A",List,"#N/A","#N/A",ff905555-a7dc-4b44-a4a4-acb2c5fe29bd,12.0,1.0,2f5b10f1-f325-45cc-84b2-8000e39d909e,1200.0,90.0,1.0,"#N/A","#N/A",a0t3h0000013m1MAAQ,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m1MAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100.0,"#N/A",2020-10-20,"#N/A","#N/A","#N/A",71.01577270770093,false
019f1a4c-6848-4cfe-911e-449143c760c4,USD,false,false,"#N/A","#N/A",Monthly,Advance,false,"#N/A",false,Recurring,false,"#N/A",10800.0,"#N/A","#N/A","#N/A",10.0,"#N/A",a0c3h000001qOxSAAU,false,12000.0,"#N/A","#N/A",10800.0,2.0,"#N/A","#N/A",1.0,Related Product,d1a94cb3-d83d-47c5-b398-482fa7c03a46,8754.576915770134,"#N/A","#N/A","#N/A",List,6265bc6f-9f5b-4245-b1c0-d5815cfa03be,Renewable,54e33ffe-9123-445a-bb9b-69dec395a5a5,1.0,1.0,d1a94cb3-d83d-47c5-b398-482fa7c03a46,12000.0,"#N/A",1.0,3.0,"#N/A",a0t3h0000013md3AAA,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013md3AAA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2021-12-18,Renewable,f27271fb-5761-46f2-a764-0a554d1424f3,"#N/A",8754.576915770134,false
01f7711f-8700-47a7-a716-a5308c246e33,USD,false,true,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",11000.0,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c1I000000oSaoQAE:01t1I000000JUVvQAO,false,11000.0,"#N/A","#N/A",11000.0,6.0,"#N/A","#N/A",1.0,Component,fddcd7f8-a0b8-4102-bfb7-46e0a1a1639a,9309.345523555985,"#N/A","#N/A","#N/A",List,"#N/A",Renewable,8082df33-6d80-4703-ada8-d1537bc09f27,0.9166666666666666,1.0,fddcd7f8-a0b8-4102-bfb7-46e0a1a1639a,11000.0,12000.0,1.0,3.0,"#N/A",a0t3h0000013m2ZAAQ,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m2ZAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2021-11-17,Renewable,"#N/A","#N/A",9309.345523555985,false
01fcf84b-0a66-43fa-bb21-72fcd0079581,USD,false,false,"#N/A","#N/A",Quarterly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",126.0,"#N/A","#N/A","#N/A",30.0,"#N/A",a0c3h000001qOxPAAU,false,180.0,"#N/A","#N/A",126.0,6.0,"#N/A","#N/A",1.0,Related Product,a15c993e-92b8-4610-bb50-24b2f79b56ed,10.424394196485622,"#N/A","#N/A","#N/A",List,1aaa7f81-2e95-4560-be5f-8b394acf0a9b,Renewable,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,12.0,200.0,a15c993e-92b8-4610-bb50-24b2f79b56ed,180.0,10.5,200.0,3.0,"#N/A",a0t3h0000013meDAAQ,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013meDAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",15.0,"#N/A",2021-12-18,Renewable,"#N/A","#N/A",10.424394196485622,false
01fd265c-7301-44de-bda6-16f3f9cc6f69,USD,false,false,"#N/A","#N/A",Monthly,Arrears,false,1.0,false,Recurring,false,"#N/A",10800.0,"#N/A","#N/A","#N/A",10.0,"#N/A",a0c1I000000oSaoQAE:01t1I000000JUVvQAO,false,12000.0,"#N/A","#N/A",10800.0,2.0,"#N/A","#N/A",1.0,Component,13081117-8e26-4bfc-a84c-4e83e6134f98,8625.108801344422,"#N/A","#N/A","#N/A",List,"#N/A","#N/A",8082df33-6d80-4703-ada8-d1537bc09f27,1.0,1.0,13081117-8e26-4bfc-a84c-4e83e6134f98,12000.0,"#N/A",1.0,"#N/A","#N/A",a0t3h0000013m1HAAQ,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m1HAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12000.0,"#N/A",2020-09-19,"#N/A","#N/A","#N/A",8625.108801344422,false
0200aa12-71a8-4d76-80af-2fe11c053883,USD,false,false,"#N/A","#N/A",Monthly,"#N/A",false,"#N/A",false,Usage,false,"#N/A",0.0,"#N/A",Slab,ffac4e98-b784-46b0-ae3b-69a28e0ec767,"#N/A","#N/A",a0c3h000001qOxSAAU,false,5.0,"#N/A","#N/A",0.0,5.0,"#N/A","#N/A",1.0,Related Product,884e9920-3e40-4645-b54d-bb5254908907,0.7757787936296654,"#N/A","#N/A","#N/A",List,3335f6cd-0601-4f21-8f85-1baee6b10bc7,Renewable,75489686-1f1b-45a4-a290-533cc16a0e12,5.0,1.0,884e9920-3e40-4645-b54d-bb5254908907,0.0,0.0,1.0,3.0,"#N/A",a0t3h0000013m3IAAQ,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,"#N/A",a0t3h0000013m3IAAQ,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",1.0,"#N/A",2022-02-06,Renewable,"#N/A","#N/A",0.7757787936296654,false
020e502f-c4fe-4bc3-bf8a-9977ce1aca57,USD,false,false,"#N/A",60.92,Monthly,Arrears,false,"#N/A",false,Recurring,false,"#N/A",59.08,"#N/A","#N/A","#N/A","#N/A","#N/A",a0c3h000001qOxPAAU,false,120.0,"#N/A","#N/A",59.08,1.0,"#N/A","#N/A",1.0,Related Product,c485b7d8-99f1-4f9f-afac-5a3d9fa4d6be,10.424394196485622,"#N/A","#N/A","#N/A",List,1aaa7f81-2e95-4560-be5f-8b394acf0a9b,Renewable,9fcf60ba-4e8b-4e76-82db-812b6a6cc79b,8.0,600.0,f7848d20-b7bd-4e12-90a2-3394c15ffc6e,120.0,7.38,600.0,3.0,"#N/A",a0t3h0000013mVyAAI,5a78fd1c-bd50-4427-b949-0cf9f4ae2810,e4b5a931-c259-4f52-8200-9a7b3f9d3522,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",15.0,2023-03-19,2022-07-20,Renewable,"#N/A","#N/A",10.424394196485622,false
